Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,RAR,Test,Dol,Dol (no $)
1970,Twins,2200,6143,153,744,694,57,8.20%,14.70%,0.141,0.288,0.262,0.327,0.403,0.325,97,-7.4,-30,89.6,25.6,246.6,141.94801, ,
1969,Red Sox,2053,6294,197,743,701,41,10.50%,14.70%,0.164,0.268,0.251,0.333,0.415,0.337,101,-7.4,1,36.5,23.6,216,110.06805, ,
1986,Reds,2192,6243,144,732,670,177,9.40%,14.70%,0.134,0.279,0.254,0.325,0.387,0.317,92,13.7,-43.8,11.5,17.6,168.9,171.12129, ,
2005,Orioles,1850,6134,189,729,700,83,7.30%,14.70%,0.165,0.289,0.269,0.327,0.434,0.33,101,-9.5,-0.6,-18.7,18.8,187.9,47.17478,$88.5,88.5
1987,Pirates,2190,6224,131,723,684,140,8.60%,14.70%,0.138,0.293,0.264,0.33,0.403,0.319,92,0.8,-60.1,114.4,26.6,269,120.94801, ,
1962,Angels,2152,6255,137,718,667,46,9.60%,14.70%,0.13,0.276,0.25,0.325,0.38,0.317,95,-1,-43.6,33.2,17.4,169.1,175.1346, ,
1982,Giants,2233,6227,133,673,631,130,9.70%,14.70%,0.122,0.28,0.253,0.327,0.376,0.315,99,4,-4.2,-34.3,18.1,167.2,140.42792, ,
1960,Senators,2098,5999,147,672,626,52,9.70%,14.70%,0.14,0.267,0.245,0.324,0.384,0.318,90,-4.6,-81.6,17.9,11.5,108,118.84128, ,
1988,Cubs,2094,6203,113,660,612,120,6.50%,14.70%,0.122,0.291,0.261,0.31,0.383,0.309,92,2,-54.4,10.4,16.1,146.1,109.41461, ,
1990,Phillies,2211,6245,103,646,619,108,9.30%,14.70%,0.108,0.287,0.255,0.327,0.363,0.31,89,5.3,-76,64.2,21.3,202.5,146.88121, ,
1984,Braves,2075,6103,111,631,578,140,9.10%,14.70%,0.115,0.275,0.247,0.316,0.361,0.305,84,-5.8,-113.3,38.5,13.1,123.6,137.02787, ,
1989,Tigers,1782,6133,116,617,564,103,9.50%,14.70%,0.109,0.269,0.242,0.318,0.351,0.307,92,-1.4,-59.4,-48,10.1,91.5,148.76117, ,
1980,Cubs,2359,6218,107,614,578,93,7.60%,14.70%,0.114,0.281,0.251,0.309,0.365,0.303,80,-7.5,-145.1,-21.4,3,25.4,109.73455, ,
1968,Giants,1983,6132,108,599,566,50,8.30%,14.70%,0.101,0.267,0.239,0.307,0.341,0.297,98,-2,-15.4,8.3,23.6,187.4,156.49447, ,
1969,Royals,2082,6122,98,586,538,129,8.50%,14.70%,0.098,0.269,0.24,0.309,0.338,0.297,82,1.5,-127.2,18,7.2,64.4,151.21446, ,
1974,Padres,2274,6120,99,541,506,85,9.20%,14.70%,0.101,0.256,0.229,0.302,0.33,0.293,83,1,-120,-70.6,0.8,-0.3,126.8011, ,
2004,Orioles,1902,6431,169,842,803,101,8.20%,14.80%,0.15,0.309,0.281,0.345,0.432,0.337,103,6.4,31.9,-25.2,22,226.3,165.32144,$92.5,92.5
2003,Royals,1831,6239,162,836,781,120,7.60%,14.80%,0.153,0.301,0.274,0.336,0.427,0.332,95,7.3,-30.2,-57.8,12.5,127.1,172.18809,$53.8,53.8
1984,Tigers,1875,6375,187,829,788,106,9.40%,14.80%,0.161,0.294,0.271,0.342,0.432,0.345,115,-6,109.2,27.9,35.5,336.9,152.32144, ,
1993,Giants,2213,6255,167,807,757,120,8.20%,14.80%,0.151,0.303,0.276,0.34,0.427,0.337,108,-1.3,57.1,75,35.4,352.2,143.18809, ,
1987,Cardinals,2156,6299,94,798,746,248,10.20%,14.80%,0.115,0.3,0.263,0.34,0.378,0.317,92,16.2,-46.6,53.3,22.1,224.1,260.28126, ,
1970,Orioles,1986,6416,179,792,748,84,11.20%,14.80%,0.144,0.279,0.257,0.344,0.401,0.335,107,3.5,56.2,102.8,36.9,354.3,195.09467, ,
2002,Cardinals,2258,6246,175,787,758,86,8.70%,14.80%,0.157,0.292,0.268,0.338,0.425,0.331,101,11.7,18.1,82.2,30.4,303.4,128.33475,$118.4,118.4
2006,Cardinals,2209,6225,184,781,745,59,8.50%,14.80%,0.163,0.292,0.269,0.337,0.431,0.331,98,5.9,-13.3,46,23.3,241,106.89477,$111.6,111.6
1988,Yankees,1739,6296,148,772,713,146,9.30%,14.80%,0.132,0.29,0.263,0.333,0.395,0.327,104,9.4,39.6,-54.5,20.7,188.3,190.53465, ,
1993,Cubs,2268,6217,161,738,706,100,7.20%,14.80%,0.143,0.297,0.27,0.325,0.414,0.326,95,3.4,-35.8,82.3,26.6,265.3,107.64138, ,
2002,Royals,1815,6206,140,737,695,140,8.40%,14.80%,0.143,0.282,0.256,0.323,0.398,0.316,85,10.9,-104.1,-38.5,6.7,67.4,147.81466,$26.3,26.3
1990,Pirates,2217,6161,138,733,693,137,9.40%,14.80%,0.146,0.286,0.259,0.33,0.405,0.328,104,4.6,32.9,55.8,31.7,300.2,125.80135, ,
1989,Blue Jays,1722,6216,142,731,685,144,8.40%,14.80%,0.138,0.286,0.26,0.323,0.398,0.325,102,3.8,20.2,-18.7,21.9,203.1,141.81466, ,
2005,Marlins,2131,6214,128,717,678,96,8.20%,14.80%,0.137,0.304,0.272,0.339,0.409,0.326,98,-7.1,-23,2.5,18.2,181.9,99.50803,$85.7,85.7
1993,Astros,1993,6136,138,716,656,103,8.10%,14.80%,0.142,0.296,0.267,0.33,0.409,0.327,101,-3.1,4,72.4,29.4,292.3,98.50803, ,
1961,Braves,1810,5942,188,710,662,70,9.00%,14.80%,0.158,0.277,0.258,0.328,0.416,0.329,101,-1.7,7.6,95.1,30.5,301.2,74.49472, ,
1959,Dodgers,2011,6027,148,704,666,84,9.80%,14.80%,0.139,0.284,0.258,0.334,0.396,0.325,90,-1.6,-75.1,35.8,17.4,167.8,119.96132, ,
1959,Giants,1877,5823,167,704,652,81,8.00%,14.80%,0.155,0.284,0.262,0.323,0.417,0.326,97,4.5,-18,46.5,23.7,228.6,65.92139, ,
1967,Cubs,1910,6141,128,701,641,63,8.30%,14.80%,0.127,0.279,0.251,0.317,0.378,0.311,94,-2.1,-39.6,73.8,26.4,233.6,163.28126, ,
1964,Tigers,1964,6183,157,699,658,60,8.40%,14.80%,0.142,0.276,0.253,0.319,0.395,0.317,95,3.6,-35.4,91.3,23.7,219.9,117.53465, ,
1979,Expos,2014,6029,143,698,651,119,7.20%,14.80%,0.144,0.291,0.264,0.319,0.408,0.321,98,3.3,-10.7,70.4,26.8,261.7,83.08136, ,
1990,Reds,2144,6162,125,693,644,166,7.60%,14.80%,0.134,0.296,0.265,0.325,0.399,0.322,94,4.9,-38.1,17,20.3,190.3,101.24133, ,
2005,Giants,2178,6077,128,649,617,71,7.10%,14.80%,0.135,0.29,0.261,0.319,0.396,0.312,86,-13.9,-121.6,53.1,13,129.4,64.96132,$61.0,61
1970,Indians,2154,6124,183,649,617,25,8.20%,14.80%,0.145,0.266,0.249,0.314,0.394,0.317,89,-7.5,-84.2,29.7,13.8,131.9,70.10798, ,
1965,White Sox,2165,6206,125,647,585,50,8.60%,14.80%,0.118,0.272,0.246,0.315,0.364,0.303,98,-2.2,-17.7,92.5,27.7,254.3,145.30788, ,
1965,Orioles,2032,6138,125,641,596,67,8.60%,14.80%,0.124,0.264,0.238,0.307,0.363,0.299,92,2,-56.6,108.6,24.7,229.6,141.88121, ,
1986,Cardinals,2118,6122,58,601,550,262,9.30%,14.80%,0.09,0.272,0.236,0.309,0.327,0.286,76,20.6,-151.7,141,19,186.6,194.52109, ,
1988,Padres,2010,6031,94,594,566,123,8.20%,14.80%,0.104,0.278,0.247,0.311,0.351,0.298,91,1,-55.7,69.4,21.3,198.4,125.76117, ,
1994,Indians,1188,4492,167,679,647,131,8.50%,14.00%,0.194,0.306,0.289,0.351,0.484,0.359,111,5.1,70.7,-19.8,19.7,205.8,-131.49172, ,
1968,Cardinals,1916,6076,73,581,539,110,6.20%,14.80%,0.098,0.283,0.249,0.298,0.346,0.292,93,7.4,-32.1,30.4,23.5,191.2,125.62782, ,
2002,Red Sox,1842,6332,177,859,810,80,8.60%,14.90%,0.168,0.302,0.277,0.345,0.444,0.343,107,-0.4,54.5,-22.3,24.7,246.4,151.44148,$96.2,96.2
2011,Rangers,1767,6261,210,855,807,143,7.60%,14.90%,0.177,0.304,0.283,0.34,0.46,0.347,112,20.6,107.4,17.2,34.6,326.8,106.2682,$262.8,262.8
1997,Angels,1878,6387,161,829,775,126,9.70%,14.90%,0.144,0.3,0.272,0.346,0.416,0.336,100,-5.4,-8.6,4.6,21.6,220.3,193.49472, ,
2003,White Sox,1909,6148,220,791,766,77,8.40%,14.90%,0.182,0.279,0.263,0.331,0.446,0.336,101,-5.1,3.1,13,22.5,228.2,78.29482,$96.6,96.6
1995,Yankees,1519,5699,122,749,709,50,11.00%,14.90%,0.144,0.308,0.276,0.357,0.42,0.345,106,-4.6,39.4,-9.3,21.9,225.8,103.2014, ,
1987,Expos,2180,6162,120,741,695,166,8.10%,14.90%,0.135,0.297,0.265,0.328,0.401,0.317,91,-0.8,-74.7,25.5,16.1,163.4,144.09467, ,
1969,Athletics,2125,6394,148,738,680,100,9.60%,14.90%,0.127,0.276,0.25,0.329,0.376,0.321,101,7.6,16.3,75.1,29.5,272.7,205.42792, ,
1985,Tigers,1842,6223,202,729,703,75,8.50%,14.90%,0.17,0.269,0.253,0.318,0.424,0.326,103,-3.1,21,13.7,24.6,236.1,72.90808, ,
1969,Cubs,2047,6235,142,720,671,30,9.00%,14.90%,0.131,0.279,0.253,0.324,0.384,0.32,90,-3.9,-77.2,24.7,17.2,155.8,166.84128, ,
1964,Cardinals,2009,6181,109,715,654,73,6.90%,14.90%,0.12,0.308,0.272,0.324,0.392,0.317,93,-2.7,-49.3,56.5,23.6,215.6,141.25464, ,
1962,Red Sox,1880,6177,146,707,671,39,8.50%,14.90%,0.145,0.285,0.258,0.324,0.403,0.324,90,-4.9,-78.5,76.4,17.9,175.2,104.94801, ,
2005,Cubs,2106,6161,194,703,674,65,6.80%,14.90%,0.17,0.291,0.27,0.324,0.44,0.329,95,-5.6,-47.3,59.4,21.3,212.7,5.7348,$100.2,100.2
1967,Cardinals,2023,6143,115,694,656,102,7.20%,14.90%,0.117,0.294,0.263,0.32,0.38,0.313,101,4.3,9.8,45.3,29.3,254.6,151.1346, ,
1968,Reds,2123,6286,106,690,638,59,6.00%,14.90%,0.116,0.308,0.273,0.32,0.389,0.319,105,-6.1,24.1,-10.8,27.1,212.8,123.97463, ,
1974,Brewers,1854,6090,120,647,612,106,8.20%,14.90%,0.125,0.271,0.244,0.309,0.369,0.311,95,-6.3,-37.6,-5.6,16,148.2,132.44123, ,
1986,Braves,2160,6069,138,615,575,93,8.90%,14.90%,0.131,0.276,0.25,0.319,0.381,0.311,85,-12.4,-114.8,-10.9,7.4,70,69.56127, ,
1959,Phillies,1946,5732,113,599,560,39,8.70%,14.90%,0.12,0.269,0.242,0.312,0.362,0.301,80,-8.8,-155.2,8.8,5.3,50.6,102.45454, ,
1994,Yankees,1192,4611,139,670,632,55,11.50%,14.30%,0.172,0.315,0.29,0.374,0.462,0.366,118,-6.5,101.5,-16,23.4,244.5,-83.87846, ,
1992,Angels,1783,5917,88,579,537,160,7.00%,14.90%,0.094,0.275,0.243,0.301,0.338,0.291,77,-8,-158.5,-8.9,1.8,16.9,144.21446, ,
1975,Tigers,1537,5808,124,569,543,63,6.40%,14.90%,0.116,0.276,0.25,0.3,0.366,0.305,83,-8.6,-117.5,-76.1,-0.5,-8.9,62.16122, ,
1992,Dodgers,2296,6038,72,548,499,142,8.30%,14.90%,0.09,0.284,0.248,0.313,0.339,0.298,90,-3,-72.2,-65,6.1,47.5,110.64113, ,
1964,Colt FourtyFives,1948,5859,70,495,452,40,6.50%,14.90%,0.086,0.26,0.229,0.285,0.315,0.269,73,-8.4,-184.3,-27,-0.9,-13.8,119.40105, ,
2000,White Sox,1791,6410,216,978,926,119,9.20%,15.00%,0.184,0.309,0.286,0.356,0.47,0.357,106,5.3,58.5,-9.6,25.9,279.5,203.5349, ,
1996,Twins,1769,6403,118,877,812,143,9.00%,15.00%,0.137,0.325,0.288,0.357,0.425,0.344,97,3.1,-25.2,12.8,21.9,230.3,218.33475, ,
2004,Angels,1979,6296,162,836,783,143,7.10%,15.00%,0.147,0.312,0.282,0.341,0.429,0.334,103,2.2,23.8,1.4,23.4,240.1,167.04143,$98.2,98.2
1986,Indians,1714,6288,157,831,775,141,7.30%,15.00%,0.146,0.315,0.284,0.337,0.43,0.339,106,6.1,53,-64.4,20.5,196.1,159.4681, ,
2006,Dodgers,2224,6394,153,820,787,128,9.40%,15.00%,0.157,0.307,0.276,0.348,0.432,0.337,101,-4.8,3.4,-2.6,20.7,214.8,143.32144,$99.5,99.5
1997,Orioles,2003,6340,196,812,780,63,9.20%,15.00%,0.16,0.29,0.268,0.341,0.429,0.338,102,1.9,17.8,-4.3,23.2,236.2,143.04143, ,
1987,Reds,2241,6196,192,783,747,169,8.30%,15.00%,0.161,0.287,0.266,0.33,0.427,0.329,95,11.8,-26.2,27,21.1,214.6,119.18809, ,
1992,Blue Jays,1645,6224,163,780,737,129,9.00%,15.00%,0.151,0.288,0.263,0.333,0.414,0.337,108,9.2,62.6,13.3,29.1,269.8,149.64138, ,
2007,Orioles,1852,6264,142,756,718,144,8.00%,15.00%,0.141,0.302,0.272,0.333,0.412,0.327,95,-9,-45.2,-17.2,15.1,154.3,130.78804,$84.3,84.3
1966,Orioles,1966,6182,175,754,698,55,8.20%,15.00%,0.151,0.28,0.257,0.323,0.409,0.322,109,-2.3,61.9,53,30.8,279.1,136.50803, ,
1973,Reds,2209,6304,137,741,686,148,10.10%,15.00%,0.129,0.282,0.254,0.332,0.383,0.323,102,11,22.3,80.4,31.4,296.6,190.41461, ,
1993,Brewers,1795,6222,125,733,688,138,8.90%,15.00%,0.12,0.288,0.258,0.328,0.378,0.316,89,-9.8,-94,5.6,10.9,108.6,195.28126, ,
1962,Phillies,2107,6126,142,705,657,79,8.70%,15.00%,0.13,0.288,0.26,0.33,0.39,0.323,94,-0.5,-49,32.4,19.6,190.8,136.4013, ,
1989,Cubs,2172,6141,124,702,653,136,7.70%,15.00%,0.126,0.291,0.261,0.319,0.387,0.316,95,2.7,-30.3,29.8,20.4,187.7,141.12129, ,
1969,Tigers,1992,6152,182,701,649,35,9.40%,15.00%,0.146,0.259,0.242,0.316,0.388,0.32,95,-1.5,-34.8,68.2,22.5,207.9,137.54796, ,
1984,Angels,1772,6161,150,694,649,80,9.00%,15.00%,0.132,0.273,0.249,0.32,0.381,0.316,96,-4.5,-35.1,-15.9,15.1,142,148.56127, ,
1964,Red Sox,2015,6106,186,688,648,18,8.30%,15.00%,0.158,0.279,0.258,0.322,0.416,0.327,99,-0.7,-11.3,-4.4,16.5,146.4,52.49472, ,
1988,Brewers,1677,6066,113,682,632,159,7.20%,15.00%,0.118,0.288,0.257,0.314,0.375,0.308,92,6.4,-52.4,4.9,15.9,148.2,152.00125, ,
1990,White Sox,1768,6038,106,682,637,140,7.90%,15.00%,0.122,0.29,0.258,0.32,0.379,0.314,94,-9.8,-49.7,45.3,19.1,183.6,141.70793, ,
1992,Braves,2251,6143,138,682,641,126,8.00%,15.00%,0.134,0.28,0.254,0.316,0.388,0.316,95,0.8,-32.2,79.2,25.2,235,118.54796, ,
1993,Dodgers,2208,6261,130,675,639,126,7.90%,15.00%,0.122,0.291,0.261,0.321,0.383,0.314,92,1.2,-58.4,-59.1,10.4,102.8,124.41461, ,
1986,Padres,2356,6118,136,656,629,96,7.90%,15.00%,0.126,0.29,0.261,0.321,0.388,0.314,96,-8.6,-36.8,1.3,16.9,161.7,92.54796, ,
1986,Astros,2199,6095,125,654,613,163,8.80%,15.00%,0.126,0.284,0.255,0.322,0.381,0.311,97,2,-18.3,68.8,25.5,247,108.56127, ,
1986,Royals,1809,6128,137,654,618,97,7.70%,15.00%,0.138,0.279,0.252,0.313,0.39,0.312,89,0.5,-77.9,-15,11.3,109.4,85.4013, ,
1988,White Sox,1703,6037,132,631,573,98,7.40%,15.00%,0.127,0.269,0.244,0.303,0.37,0.301,87,-2.2,-92,-13.7,9.6,89.1,113.8679, ,
1963,Angels,2115,6127,95,597,551,43,7.30%,15.00%,0.103,0.283,0.25,0.309,0.354,0.296,90,-0.7,-70.9,54.1,15.7,142.4,121.04118, ,
1976,Brewers,1740,6057,88,570,536,62,8.40%,15.00%,0.095,0.278,0.246,0.311,0.34,0.303,91,-11.8,-69,-25.2,10,89.1,130.0678, ,
1966,Indians,2045,6015,155,570,532,53,7.40%,15.00%,0.123,0.258,0.238,0.297,0.361,0.292,88,-2.1,-84.3,23.5,11.1,98.9,76.02787, ,
1994,Twins,1201,4409,103,594,556,94,8.10%,14.40%,0.15,0.304,0.276,0.34,0.427,0.336,95,5.7,-21.5,-5.4,12,125.2,-69.81191, ,
1972,Angels,1879,5633,78,454,420,57,6.40%,15.00%,0.089,0.275,0.242,0.293,0.33,0.285,90,-0.6,-54.4,33.4,15.2,130.3,39.8011, ,
1997,Indians,1917,6304,220,868,810,118,9.80%,15.10%,0.181,0.309,0.286,0.358,0.467,0.36,113,-1.4,106.5,-8.1,31.3,319.9,101.25489, ,
1999,Braves,2204,6351,197,840,791,148,9.60%,15.10%,0.17,0.288,0.266,0.341,0.436,0.338,95,-0.2,-44.1,85.4,23.8,251.7,153.02812, ,
1998,Rockies,2326,6277,183,826,791,67,7.50%,15.10%,0.169,0.321,0.291,0.347,0.461,0.351,87,-7.1,-110.3,52.2,13.7,139.8,74.69487, ,
1988,Blue Jays,1745,6194,158,763,706,107,8.40%,15.10%,0.151,0.295,0.268,0.332,0.419,0.335,109,2.9,67.5,2.8,29,270.1,119.77473, ,
2010,White Sox,1784,6118,177,752,710,160,7.60%,15.10%,0.152,0.292,0.268,0.332,0.42,0.332,100,-8.1,-7.7,-58.4,14.8,142.8,106.2014,$88.8,88.8
1996,Royals,1753,6229,123,746,689,195,8.50%,15.10%,0.132,0.299,0.267,0.332,0.398,0.322,83,-0.8,-148.3,-19.7,6.4,68.1,156.81466, ,
1970,Cardinals,2160,6362,113,744,687,117,8.90%,15.10%,0.116,0.297,0.263,0.331,0.379,0.319,90,6.8,-73,-38.9,11.2,103.1,203.70793, ,
1973,Twins,1735,6331,120,738,688,87,9.40%,15.10%,0.122,0.305,0.27,0.342,0.393,0.333,103,2.5,26.4,-36.8,21.4,198.4,161.68131, ,
1975,Phillies,2204,6365,125,735,687,126,9.60%,15.10%,0.133,0.304,0.269,0.342,0.402,0.338,103,4.6,27.4,72.1,32.1,302.2,135.52134, ,
1969,Pirates,2060,6235,119,725,651,74,7.30%,15.10%,0.121,0.313,0.277,0.334,0.398,0.329,104,4.2,35.6,30.5,30.1,274.4,135.81466, ,
2006,Cubs,2368,6147,166,716,677,121,6.40%,15.10%,0.154,0.294,0.268,0.319,0.422,0.32,84,-1,-128.9,65.3,13.7,142.2,65.05474,$65.8,65.8
1964,Phillies,2151,6108,130,692,649,30,7.20%,15.10%,0.134,0.287,0.258,0.315,0.391,0.312,99,-5.5,-11.5,18.3,23.6,212.8,120.82797, ,
1979,Giants,2168,6133,125,672,616,140,9.50%,15.10%,0.118,0.274,0.246,0.319,0.365,0.307,89,0.3,-76.9,-35.2,9.8,93.3,167.73455, ,
2009,Mets,2225,6159,95,671,631,122,8.50%,15.10%,0.124,0.307,0.27,0.335,0.394,0.32,94,-5.4,-48.2,1,15,150.4,92.10798,$96.3,96.3
1986,Pirates,2260,6164,111,663,618,152,9.20%,15.10%,0.123,0.281,0.25,0.321,0.374,0.31,91,-3.8,-65.3,66.5,20.6,199.9,135.57458, ,
1983,Dodgers,2238,6130,146,654,613,166,8.80%,15.10%,0.129,0.275,0.25,0.318,0.379,0.312,96,2.2,-25.8,16.3,19.8,186.5,113.70793, ,
1962,Orioles,2092,6157,156,652,617,45,8.40%,15.10%,0.139,0.271,0.248,0.314,0.387,0.313,91,-3.3,-71.3,64.6,17.4,170.1,91.12129, ,
1987,Dodgers,2284,6114,125,635,594,128,7.30%,15.10%,0.119,0.28,0.252,0.309,0.371,0.297,83,-1.9,-131.3,-3.1,7.5,76.6,115.29457, ,
2004,Expos,2263,6138,151,635,605,109,8.10%,15.10%,0.143,0.273,0.249,0.313,0.392,0.306,77,-0.7,-184.6,36,5.7,58.3,61.25464,$23.8,23.8
1960,Cubs,2121,5960,119,634,600,51,8.90%,15.10%,0.125,0.271,0.243,0.313,0.369,0.304,84,-1.4,-114.4,29.7,11.3,107,119.44123, ,
1970,Angels,2159,6110,114,631,598,69,7.30%,15.10%,0.112,0.282,0.251,0.309,0.363,0.302,89,4.9,-75.7,96.1,21.4,206.4,131.88121, ,
1980,Braves,2204,5961,144,630,597,73,7.30%,15.10%,0.13,0.275,0.25,0.307,0.38,0.308,85,-6.7,-109.2,47.9,12.9,122.6,87.1346, ,
1989,Phillies,2231,6119,123,629,593,106,9.10%,15.10%,0.121,0.271,0.243,0.314,0.364,0.307,93,-0.6,-50.5,-48.9,10.2,88.1,127.30788, ,
1967,Astros,2020,6172,93,626,580,88,8.70%,15.10%,0.115,0.283,0.249,0.317,0.364,0.305,97,7.1,-10.6,-47.5,17.7,142.3,124.30788, ,
1961,Senators,1985,6062,119,618,578,81,9.20%,15.10%,0.123,0.272,0.244,0.315,0.367,0.306,84,-1.2,-124,44.4,11,108.6,108.58789, ,
1977,Athletics,2009,6021,117,605,548,176,8.60%,15.10%,0.112,0.267,0.24,0.308,0.352,0.297,84,3.4,-107.8,-40.3,5.6,53.6,134.18784, ,
1972,Athletics,2102,5835,134,604,565,87,7.90%,15.10%,0.126,0.265,0.24,0.306,0.367,0.307,105,1.6,30.5,76.7,30.1,264,94.58789, ,
1969,Indians,2162,6014,119,573,534,85,8.90%,15.10%,0.108,0.263,0.237,0.307,0.345,0.298,79,5.1,-137.8,-17.9,2.1,14.9,120.20115, ,
1994,Expos,1576,4514,108,585,542,137,8.40%,14.80%,0.158,0.307,0.278,0.343,0.435,0.339,99,11.7,5.9,54.2,20.6,213.7,-99.39855, ,
1972,Brewers,1982,5733,88,493,461,64,8.20%,15.10%,0.093,0.266,0.235,0.302,0.328,0.29,88,-6.1,-74.9,58.9,15.6,138,83.94776, ,
2007,Yankees,2027,6528,201,968,929,123,9.80%,15.20%,0.174,0.318,0.29,0.366,0.463,0.361,119,11.9,168.4,-47.2,33.9,347.1,211.54821,$189.6,189.6
1999,Yankees,1891,6416,193,900,855,104,11.20%,15.20%,0.171,0.309,0.282,0.366,0.453,0.358,111,-4.9,90.5,-39.9,25.9,278.8,169.28151, ,
2005,Cardinals,2153,6246,170,805,757,83,8.50%,15.20%,0.153,0.297,0.27,0.339,0.423,0.331,100,9,12.4,54.7,27.1,270.4,151.48141,$127.5,127.5
1987,Yankees,1773,6218,196,788,749,105,9.70%,15.20%,0.156,0.284,0.262,0.336,0.418,0.331,101,0.1,4.5,3,21.7,219.5,147.34806, ,
1986,Mets,2086,6349,148,783,730,118,9.90%,15.20%,0.138,0.292,0.263,0.339,0.401,0.328,108,3.9,64,52.7,33.3,321.4,186.09467, ,
2006,Diamondbacks,2074,6330,160,773,743,76,8.00%,15.20%,0.157,0.294,0.267,0.331,0.424,0.326,87,-6.6,-112.3,12.3,10.8,111.8,116.90808,$51.8,51.8
1993,Braves,2086,6234,169,767,712,125,9.00%,15.20%,0.146,0.287,0.262,0.331,0.408,0.328,94,6.4,-36.7,121.1,30.5,303.8,152.08136, ,
1987,Orioles,1693,6185,211,729,701,69,8.50%,15.20%,0.16,0.275,0.258,0.322,0.418,0.323,96,-7.8,-38.6,-30.6,14,141.7,88.34806, ,
1985,Mariners,1730,6181,171,719,686,94,9.10%,15.20%,0.157,0.279,0.256,0.326,0.413,0.328,100,3,5.3,-43.4,17.1,162,91.21471, ,
2008,Blue Jays,1855,6191,126,714,681,80,8.40%,15.20%,0.135,0.295,0.264,0.331,0.399,0.322,94,-10.9,-60.7,10.4,16.1,161.6,122.24133,$99.8,99.8
1972,Reds,1952,6003,124,707,650,140,10.10%,15.20%,0.129,0.28,0.251,0.33,0.38,0.322,104,7.1,35,83.6,35.5,311.2,164.1346, ,
1985,Cubs,2243,6177,150,686,640,182,9.10%,15.20%,0.136,0.281,0.254,0.324,0.39,0.317,92,15,-39.5,12.8,18.2,172.7,117.4013, ,
1989,Mets,2084,6131,147,683,633,158,8.20%,15.20%,0.139,0.27,0.246,0.311,0.385,0.312,101,8.8,16.4,65.9,29,270.2,127.26795, ,
1975,Brewers,1812,6082,146,675,632,65,9.10%,15.20%,0.139,0.275,0.25,0.32,0.389,0.324,101,-10.8,-4.1,-63.6,13.8,125.8,108.97463, ,
1984,Cardinals,2221,6091,75,652,610,220,8.50%,15.20%,0.099,0.289,0.252,0.317,0.351,0.302,89,15.6,-61,51.5,19.9,188.5,183.76117, ,
1987,Astros,2212,6149,122,648,603,162,8.60%,15.20%,0.12,0.282,0.253,0.318,0.373,0.304,85,10.4,-104,13.1,11.9,121.2,123.14791, ,
1988,Reds,2127,6063,122,641,588,207,7.90%,15.20%,0.122,0.273,0.246,0.309,0.368,0.303,91,15.7,-45.4,93.4,24.8,233.8,129.01456, ,
1965,Cubs,2157,6177,134,634,586,65,8.60%,15.20%,0.121,0.262,0.237,0.307,0.359,0.298,85,-4.3,-112.4,9.9,10.3,90.1,145.17453, ,
1975,Expos,2224,6272,98,601,542,108,9.20%,15.20%,0.104,0.277,0.244,0.317,0.348,0.305,81,0.6,-136.5,39.4,10.9,102.6,140.48116, ,
1971,Reds,2121,5968,138,586,542,59,7.30%,15.20%,0.124,0.266,0.241,0.3,0.366,0.302,91,0.7,-57.7,87,23.8,217.7,79.16122, ,
2001,Mariners,2043,6474,169,927,881,174,9.50%,15.30%,0.157,0.32,0.288,0.36,0.445,0.347,116,16.2,143,84.6,44.4,452.4,216.86815, ,
1996,Brewers,1803,6434,178,894,845,101,9.70%,15.30%,0.162,0.308,0.279,0.353,0.441,0.348,97,-3.1,-25.8,-13.2,19.4,204.9,194.16147, ,
2002,White Sox,1922,6208,217,856,819,75,8.90%,15.30%,0.181,0.287,0.268,0.338,0.449,0.342,105,-1.2,40.1,-28.7,22.2,221.4,135.57483,$86.4,86.4
2002,Giants,2221,6298,198,783,751,74,9.80%,15.30%,0.175,0.289,0.267,0.344,0.442,0.338,109,2.8,73.5,74.1,35.3,352.3,80.58814,$137.5,137.5
2005,Blue Jays,1798,6233,136,775,735,72,7.80%,15.30%,0.142,0.296,0.265,0.331,0.407,0.323,94,12.3,-33.3,13.6,19.1,190.8,162.65469,$89.9,89.9
1990,Tigers,1816,6224,172,750,714,82,10.20%,15.30%,0.15,0.283,0.259,0.337,0.409,0.335,109,-8.6,55.7,-37.9,22.5,211.7,132.50803, ,
1977,Orioles,1894,6173,148,719,677,90,9.10%,15.30%,0.132,0.289,0.261,0.329,0.393,0.321,103,2,26.8,24.2,26.4,257.8,142.68131, ,
1999,Expos,2385,6151,163,718,680,70,7.10%,15.30%,0.162,0.292,0.265,0.323,0.427,0.326,86,-9,-125.4,5.4,7.6,83.8,54.18809, ,
2002,Dodgers,2297,6146,155,713,693,96,7.00%,15.30%,0.146,0.291,0.264,0.32,0.409,0.317,96,-3.5,-36,78.4,24.2,242.2,95.50803,$94.5,94.5
1972,Astros,1839,5936,134,708,660,111,8.80%,15.30%,0.135,0.286,0.258,0.326,0.393,0.326,106,3.7,42.4,-35.3,24.3,197.5,131.68131, ,
1993,Angels,1706,6089,114,684,644,169,9.30%,15.30%,0.12,0.293,0.26,0.331,0.38,0.319,92,-6.5,-66.5,-59.6,6.7,66.6,141.1346, ,
